#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  58 158 Ce   0.34826   0.01399   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  58 159 Ce   0.36027   0.01447   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 121 Pr   0.53435   0.02957   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 122 Pr   0.53707   0.02890   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 123 Pr   0.54185   0.02898   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 124 Pr   0.54932   0.02977   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 125 Pr   0.56023   0.03110   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 126 Pr   0.57558   0.03279   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 127 Pr   0.59634   0.03464   0.00000   1.00000  13   1   1   2  0.00000  0.60000                  0             0.000
  59 128 Pr   0.62269   0.03652   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 129 Pr   0.65456   0.03839  -1.16898   0.10708  59  19  14   1  0.72887  0.00000  3.583E-02       0             3.141
  59 130 Pr   0.69173   0.04026  -1.35654   0.10444 140  28   7   1  0.89320  0.00000  2.363E-01   F   0             5.969
  59 131 Pr   0.73364   0.04224  -1.30626   0.12295  91  24  14   1  0.98000  0.00000  5.460E-02   F   0             3.216
  59 132 Pr   0.77910   0.04456  -1.62389   0.12040  91  33   7   1  0.98185  0.00000  3.255E-01   F   0             4.472
  59 133 Pr   0.82598   0.04757  -1.83818   0.16206 161  58  14   1  1.43130  0.00000  1.415E-01   F   0             3.341
  59 134 Pr   0.87088   0.05159  -1.70387   0.12818  76  20   7   1  0.67870  0.00000  3.245E-01   F   0             3.202
  59 135 Pr   0.90898   0.05651  -1.62433   0.18024 105  39  14   4  1.63640  0.24548  9.766E-02   F   0             4.102
  59 136 Pr   0.93436   0.06149  -1.75548   0.15635 106  28   7   1  1.34640  0.00000  1.144E-01   F   0             3.171
  59 137 Pr   0.94103   0.06495  -1.42537   0.15478  94  17   7   3  1.18890  0.22988  3.094E-02 *     0             2.831
  59 138 Pr   0.92458   0.06517  -0.76831   0.21371  74  59  14   1  4.56180  0.00000  8.698E-02 * F   0             8.884
  59 139 Pr   0.88400   0.06125  -1.20712   0.20176 116  49  13   4  2.20580  0.58941  6.702E-03 *     0             3.759
  59 140 Pr   0.82366   0.05394  -1.67598   0.18089 114  53  14   7  1.58600  0.28708  1.580E-02 *     0             3.426
  59 141 Pr   0.75380   0.04558  -0.69706   0.18003 190 123  12   4  2.92930  1.12699  8.530E-03 *     0             3.292
  59 142 Pr   0.68310   0.03798  -1.25151   0.13356 171  62  17   6  1.56654  0.08500  7.032E-03 *     0             3.153
  59 143 Pr   0.61691   0.03193  -0.50552   0.07727  30  18   7   2  1.39740  0.05736  2.737E-02 *     0             2.005
  59 144 Pr   0.55784   0.02749   0.00000   1.00000   5   1   1   5  0.00000  0.13352                  0             0.000
  59 145 Pr   0.50670   0.02436  -0.50193   0.06512  26  15  14   2  0.85943  0.06265  3.243E-02       0             2.037
  59 146 Pr   0.46334   0.02214   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  59 147 Pr   0.42715   0.02051  -0.47315   0.05481  40  15  14   1  0.70132  0.00000  6.847E-02   F   0             2.103
  59 148 Pr   0.39741   0.01926   0.00000   1.00000  17   1   1   2  0.00000  0.07680                  0             0.000
  59 149 Pr   0.37342   0.01825  -0.31249   0.04876  23  15  14   1  0.71280  0.00000  6.179E-02   F   0             0.000
  59 150 Pr   0.35463   0.01739   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  59 151 Pr   0.34062   0.01664   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  59 152 Pr   0.33118   0.01597   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  59 153 Pr   0.32610   0.01536   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 154 Pr   0.32473   0.01482   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 155 Pr   0.32656   0.01437   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 156 Pr   0.33123   0.01403   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 157 Pr   0.33853   0.01388   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 158 Pr   0.34826   0.01399   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 159 Pr   0.36027   0.01447   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 160 Pr   0.37432   0.01542   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 161 Pr   0.39010   0.01687   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 124 Nd   0.54932   0.02977   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 125 Nd   0.56023   0.03110   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 126 Nd   0.57558   0.03279   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 127 Nd   0.59634   0.03464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 128 Nd   0.62269   0.03652   0.63423   0.07767  49  10   7   5  2.05274  1.37708  2.542E-02       0             4.298
  60 129 Nd   0.65456   0.03839  -0.90120   0.08318  57  12   7   1  0.91840  0.00000  1.777E-01   F   0             3.136
  60 130 Nd   0.69173   0.04026  -0.28534   0.08084  53   8   7   3  1.18520  0.48550  5.837E-02   F   0             0.000
  60 131 Nd   0.73364   0.04224  -1.40839   0.10687 155  24   7   1  0.89580  0.00000  2.402E-01   F   0             3.416
  60 132 Nd   0.77910   0.04456  -0.31531   0.08938 126   8   7   3  1.38800  0.61085  1.222E-01   F   0             0.000
  60 133 Nd   0.82598   0.04757  -1.90244   0.15144 207  66   7   1  1.54070  0.00000  3.600E-01   F   0             3.537
  60 134 Nd   0.87088   0.05159  -0.36954   0.11454 140  12   7   2  1.69790  0.29417  5.784E-02   F   0             2.836
  60 135 Nd   0.90898   0.05651  -1.70006   0.14546  94  25   7   1  1.21495  0.00000  2.287E-01   F   0             3.390
  60 136 Nd   0.93436   0.06149  -0.20124   0.15255 188  19   7   4  2.52290  0.97646  3.849E-02       0             3.282
  60 137 Nd   0.94103   0.06495  -1.14101   0.14347 145  12   7   2  1.18883  0.10860  7.401E-02   F   0             3.142
  60 138 Nd   0.92458   0.06517  -0.06137   0.17798 255  28   7   4  2.99850  1.24970  6.374E-02   F   0             3.721
  60 139 Nd   0.88400   0.06125  -1.09926   0.14680 148  17   7   1  1.34389  0.00000  8.783E-02   F   0             2.876
  60 140 Nd   0.82366   0.05394   0.15734   0.15925 246  38   7   4  3.14007  1.41400  1.389E-02 *     0             2.836
  60 141 Nd   0.75380   0.04558  -0.40570   0.16273 118  56  20   5  2.61903  1.34548  6.634E-03 *     0             2.981
  60 142 Nd   0.68310   0.03798   0.80306   0.10532 245  29   7   7  3.08585  2.24400  1.112E-02 *     0             2.543
  60 143 Nd   0.61691   0.03193  -0.05664   0.11972 253 107   7   6  2.82157  1.43123  1.283E-02 *     0             3.351
  60 144 Nd   0.55784   0.02749   0.64690   0.10402 202 108   7  15  3.25453  2.29541  9.656E-03 *     0             3.005
  60 145 Nd   0.50670   0.02436  -0.23211   0.06914 141  27  10  11  1.42760  1.01101  7.476E-03 *     0             2.826
  60 146 Nd   0.46334   0.02214   0.49064   0.06773 284  44   7   9  2.23140  1.51758  5.927E-03 *     0             2.502
  60 147 Nd   0.42715   0.02051  -0.37939   0.05361 137  25   7   3  1.04148  0.12792  1.839E-02 *     0             2.458
  60 148 Nd   0.39741   0.01926   0.42555   0.05229 114  27   7  10  1.72911  1.27981  1.175E-02 *     0             2.387
  60 149 Nd   0.37342   0.01825  -0.59066   0.04876  88  28   7   3  0.64700  0.13845  2.256E-01   F   0             2.695
  60 150 Nd   0.35463   0.01739   0.17917   0.03494 149   8   7  14  0.93453  1.20055  7.234E-02   F   0             0.000
  60 151 Nd   0.34062   0.01664  -0.50593   0.03511  87  10   7   1  0.25890  0.00000  1.204E-01   F   0             2.646
  60 152 Nd   0.33118   0.01597   0.47153   0.03478  61  11   7   5  1.25103  0.80620  4.210E-02       0             3.657
  60 153 Nd   0.32610   0.01536  -0.33206   0.03090  33   8   7   1  0.33008  0.00000  1.194E-01   F   0             0.000
  60 154 Nd   0.32473   0.01482   0.36188   0.02982  24   8   7   5  1.02760  0.81010  4.076E-02       0             0.000
  60 155 Nd   0.32656   0.01437   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  60 156 Nd   0.33123   0.01403   0.00000   1.00000  18   1   1   6  0.00000  1.16900                  0             0.000
  60 157 Nd   0.33853   0.01388   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 158 Nd   0.34826   0.01399   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  60 159 Nd   0.36027   0.01447   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 160 Nd   0.37432   0.01542   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  60 161 Nd   0.39010   0.01687   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 162 Nd   0.40711   0.01876   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 163 Nd   0.42461   0.02092   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 126 Pm   0.57558   0.03279   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 127 Pm   0.59634   0.03464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 128 Pm   0.62269   0.03652   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 129 Pm   0.65456   0.03839   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 130 Pm   0.69173   0.04026   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 131 Pm   0.73364   0.04224   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  61 132 Pm   0.77910   0.04456   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 133 Pm   0.82598   0.04757  -1.44687   0.13025  78  17  14   1  0.82030  0.00000  8.664E-02   F   0             4.330
  61 134 Pm   0.87088   0.05159  -1.71373   0.12701  39  21   7   1  0.88740  0.00000  2.711E-01   F   0             5.457
  61 135 Pm   0.90898   0.05651  -1.77131   0.15455  65  17  14   1  0.75470  0.00000  5.429E-02   F   0             2.810
  61 136 Pm   0.93436   0.06149  -1.91626   0.15694  55  26   7   1  1.05750  0.00000  2.841E-01   F   0             4.835
  61 137 Pm   0.94103   0.06495  -0.69362   0.17362  39  15  14   1  1.83230  0.00000  2.484E-02       0             5.144
  61 138 Pm   0.92458   0.06517   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 139 Pm   0.88400   0.06125  -1.54178   0.18500 129  30  14   1  1.46310  0.00000  4.386E-02       0             2.921
  61 140 Pm   0.82366   0.05394  -1.55567   0.14694  90  32   7   1  1.27880  0.00000  2.266E-01   F   0             2.871
  61 141 Pm   0.75380   0.04558  -0.84468   0.13174 120  23  14   3  1.51530  0.40382  2.480E-02       0             3.167
  61 142 Pm   0.68310   0.03798  -0.87216   0.09538  58  22   7   1  1.23710  0.00000  4.978E-02       0             3.284
  61 143 Pm   0.61691   0.03193   0.05571   0.08313  91  23   7   5  2.00725  1.17319  1.217E-02 *     0             2.928
  61 144 Pm   0.55784   0.02749  -0.66041   0.08013  85  24  14   1  1.12700  0.00000  1.218E-02 *     0             3.728
  61 145 Pm   0.50670   0.02436  -0.31631   0.06805  87  28   9   3  1.39720  0.49231  2.579E-02 *     0             3.037
  61 146 Pm   0.46334   0.02214  -0.98772   0.06988  79  44  14   1  0.92082  0.00000  3.728E-02 *     0             3.739
  61 147 Pm   0.42715   0.02051  -0.43902   0.06451 135  39  13   2  1.21390  0.09110  1.995E-02 *     0             2.957
  61 148 Pm   0.39741   0.01926  -0.70833   0.06361  44  38  19   1  0.74500  0.00000  1.254E-02 *     0             4.304
  61 149 Pm   0.37342   0.01825  -0.51807   0.05828  91  36  16  13  0.80864  0.46219  1.369E-02 *     0             3.035
  61 150 Pm   0.35463   0.01739  -0.72703   0.05057  61  24  14   1  0.38890  0.00000  3.635E-02 *     0             1.442
  61 151 Pm   0.34062   0.01664  -0.41914   0.04291 132  24   7   6  0.65760  0.25569  2.230E-02 *     0             3.361
  61 152 Pm   0.33118   0.01597   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  61 153 Pm   0.32610   0.01536  -0.29912   0.04105  79  15  14   5  0.58555  0.15070  8.742E-03       0             3.566
  61 154 Pm   0.32473   0.01482   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 155 Pm   0.32656   0.01437  -0.16638   0.03840  46  15  14   1  0.71460  0.00000  1.708E-02       0             3.702
  61 156 Pm   0.33123   0.01403   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  61 157 Pm   0.33853   0.01388   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  61 158 Pm   0.34826   0.01399   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  61 159 Pm   0.36027   0.01447   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 160 Pm   0.37432   0.01542   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  61 161 Pm   0.39010   0.01687   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  61 162 Pm   0.40711   0.01876   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 163 Pm   0.42461   0.02092   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 164 Pm   0.44156   0.02306   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 165 Pm   0.45654   0.02477   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 128 Sm   0.62269   0.03652   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 129 Sm   0.65456   0.03839   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 130 Sm   0.69173   0.04026   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  62 131 Sm   0.73364   0.04224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 132 Sm   0.77910   0.04456   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  62 133 Sm   0.82598   0.04757  -1.04762   0.09789  24   9   7   1  0.76290  0.00000  6.879E-02   F   0             0.000
  62 134 Sm   0.87088   0.05159   0.00000   1.00000   7   1   1   7  0.00000  2.59400                  0             0.000
  62 135 Sm   0.90898   0.05651   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 136 Sm   0.93436   0.06149  -0.31523   0.12356  58   8   7   3  1.64096  0.68636  1.527E-02       0             0.000
  62 137 Sm   0.94103   0.06495  -0.85238   0.14310  61  12   7   1  1.44903  0.00000  6.678E-02   F   0             5.012
  62 138 Sm   0.92458   0.06517  -0.26149   0.13492  69   9   7   2  1.73259  0.34671  3.242E-02       0             0.000
  62 139 Sm   0.88400   0.06125  -1.25885   0.15488 107  22   7   2  1.45450  0.11192  1.054E-01   F   0             3.430
  62 140 Sm   0.82366   0.05394   0.15198   0.11431  71  10   7   4  2.08191  1.24583  8.334E-02   F   0             2.354
  62 141 Sm   0.75380   0.04558  -0.92647   0.11015  84  18   7   4  1.18040  0.38451  7.149E-02   F   0             2.953
  62 142 Sm   0.68310   0.03798   0.58496   0.09708  61  21   7   2  2.65600  0.76808  7.634E-02   F   0             2.503
  62 143 Sm   0.61691   0.03193   0.29030   0.08731 126  28   7   6  2.32910  1.36926  2.869E-02       0             2.542
  62 144 Sm   0.55784   0.02749   1.23861   0.07056 163  21   7   3  2.88301  1.81017  4.656E-02       0             2.435
  62 145 Sm   0.50670   0.02436   0.44759   0.06810 145  30   7  12  2.16030  1.72920  7.563E-02   F   0             2.998
  62 146 Sm   0.46334   0.02214   0.98000   0.05798 233  23   7   5  2.43907  1.64798  9.458E-03 *     0             2.652
  62 147 Sm   0.42715   0.02051  -0.10738   0.06396  98  40  11   4  1.55140  0.71662  1.802E-02 *     0             2.671
  62 148 Sm   0.39741   0.01926   0.80595   0.06023 290  49   7   5  2.44229  1.42446  2.265E-02 *     0             2.805
  62 149 Sm   0.37342   0.01825  -0.25197   0.05047 193  26   9   5  0.99460  0.35004  1.301E-02 *     0             2.909
  62 150 Sm   0.35463   0.01739   0.59427   0.04861 192  31   7  14  1.88330  1.50457  3.541E-02 *     0             2.785
  62 151 Sm   0.34062   0.01664  -0.71884   0.05620 236  42  20   4  0.53181  0.06970  1.544E-02 *     0             2.905
  62 152 Sm   0.33118   0.01597   0.33339   0.03865 212  17   7  13  1.31051  1.22164  2.328E-02 *     0             2.858
  62 153 Sm   0.32610   0.01536  -0.69550   0.05074 368  37  20   7  0.48109  0.09839  1.932E-02 *     0             3.052
  62 154 Sm   0.32473   0.01482   0.49357   0.03855 106  23   7  16  1.58450  1.44004  3.803E-02 *     0             3.357
  62 155 Sm   0.32656   0.01437  -0.42122   0.02885 145   8   7   8  0.25050  0.25050  6.152E-02   F   0             0.000
  62 156 Sm   0.33123   0.01403   0.27916   0.02901  50   9   7   4  1.02062  0.51707  1.440E-01   F   0             0.000
  62 157 Sm   0.33853   0.01388  -0.28163   0.02859  23   9   7   1  0.49000  0.00000  1.172E-01   F   0             0.000
  62 158 Sm   0.34826   0.01399   0.60009   0.02814  29   8   7   1  1.32230  0.00000  6.950E-03       0             0.000
  62 159 Sm   0.36027   0.01447   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  62 160 Sm   0.37432   0.01542   0.00000   1.00000  16   1   1   5  0.00000  0.81690                  0             0.000
  62 161 Sm   0.39010   0.01687   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 162 Sm   0.40711   0.01876   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 163 Sm   0.42461   0.02092   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 164 Sm   0.44156   0.02306   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  62 165 Sm   0.45654   0.02477   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 166 Sm   0.46820   0.02567   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 167 Sm   0.47617   0.02573   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 168 Sm   0.48047   0.02514   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 130 Eu   0.69173   0.04026   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 131 Eu   0.73364   0.04224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 132 Eu   0.77910   0.04456   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 133 Eu   0.82598   0.04757   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 134 Eu   0.87088   0.05159   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 135 Eu   0.90898   0.05651   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 136 Eu   0.93436   0.06149   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  63 137 Eu   0.94103   0.06495   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  63 138 Eu   0.92458   0.06517   0.00000   1.00000   1   1   1   1  0.10000  0.00000                  0             0.000
  63 139 Eu   0.88400   0.06125  -1.85695   0.17625  67  23  14   1  0.87693  0.00000  4.438E-02       0             4.798
  63 140 Eu   0.82366   0.05394  -1.68350   0.15321  76  38   7   3  1.22450  0.18530  3.031E-01   F   0             4.063
  63 141 Eu   0.75380   0.04558  -1.16439   0.12463  81  17  14   2  0.96765  0.09645  1.218E-02       0             3.994
  63 142 Eu   0.68310   0.03798  -1.13979   0.10027  97  25   7   1  1.00020  0.00000  2.804E-01   F   0             3.386
  63 143 Eu   0.61691   0.03193  -0.41225   0.08735 162  17  14   1  1.33124  0.00000  7.614E-03       0             3.620
  63 144 Eu   0.55784   0.02749  -0.46116   0.06942  35  21   7   4  1.20140  0.58040  6.356E-02   F   0             3.121
  63 145 Eu   0.50670   0.02436   0.36259   0.07005 276  22  14   6  1.91550  1.36800  4.124E-02       0             2.726
  63 146 Eu   0.46334   0.02214  -0.62399   0.04896  71  12   7   6  0.49813  0.31644  1.384E-01   F   0             3.150
  63 147 Eu   0.42715   0.02051   0.01155   0.06165 113  28  14   3  1.42130  0.62527  6.160E-02   F   0             3.322
  63 148 Eu   0.39741   0.01926  -0.03060   0.03870  73   8   7  15  0.81140  1.84110  6.009E-02   F   0             0.000
  63 149 Eu   0.37342   0.01825  -0.19871   0.05647 131  31  15   3  1.09758  0.45800  1.213E-02 *     0             2.889
  63 150 Eu   0.35463   0.01739  -0.60245   0.05683  90  36  19   2  0.68250  0.04170  1.099E-02 *     0             3.282
  63 151 Eu   0.34062   0.01664  -0.51981   0.04936 177  29  13   3  0.63270  0.19625  2.523E-02 *     0             2.981
  63 152 Eu   0.33118   0.01597  -1.01370   0.06358 196 148  14   8  0.63540  0.10811  5.142E-02 * F   0             3.327
  63 153 Eu   0.32610   0.01536  -0.43422   0.04481 169  44   7   7  0.79715  0.19307  9.256E-03 *     0             3.147
  63 154 Eu   0.32473   0.01482  -0.92367   0.05777 157 127  14   4  0.63580  0.08066  4.563E-02 *     0             3.281
  63 155 Eu   0.32656   0.01437  -0.21227   0.04497  82  64   7  20  1.38014  0.78522  5.748E-02 * F   0             3.929
  63 156 Eu   0.33123   0.01403  -0.68189   0.04169  33  27  14  24  0.38632  0.35344  3.922E-02 *     0             2.671
  63 157 Eu   0.33853   0.01388  -0.07207   0.03802  41  36   7   5  1.63500  0.26323  1.384E-01 * F   0             2.884
  63 158 Eu   0.34826   0.01399   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 159 Eu   0.36027   0.01447  -0.11804   0.03867  32  15  14  11  0.88700  0.57100  1.198E-01   F   0             3.381
  63 160 Eu   0.37432   0.01542   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  63 161 Eu   0.39010   0.01687   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 162 Eu   0.40711   0.01876   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 163 Eu   0.42461   0.02092   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 164 Eu   0.44156   0.02306   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 165 Eu   0.45654   0.02477   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 166 Eu   0.46820   0.02567   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 167 Eu   0.47617   0.02573   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 168 Eu   0.48047   0.02514   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 169 Eu   0.48133   0.02421   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 170 Eu   0.47915   0.02332   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 133 Gd   0.82598   0.04757   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 134 Gd   0.87088   0.05159   0.00000   1.00000   2   1   1   2  0.00000  0.11500                  0             0.000
  64 135 Gd   0.90898   0.05651   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 136 Gd   0.93436   0.06149   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 137 Gd   0.94103   0.06495   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 138 Gd   0.92458   0.06517   0.09350   0.14122  50  11   7   3  2.30010  0.60510  1.299E-01   F   0             4.811
  64 139 Gd   0.88400   0.06125  -0.80509   0.12566  51   9   7   1  1.25500  0.00000  1.978E-01   F   0             0.000
  64 140 Gd   0.82366   0.05394  -0.08340   0.10831  33   8   7   2  1.69340  0.32860  8.159E-02   F   0             0.000
  64 141 Gd   0.75380   0.04558  -1.05559   0.11132  66  19   7   1  1.13187  0.00000  8.202E-02   F   0             2.943
  64 142 Gd   0.68310   0.03798   0.57623   0.08772 124  14   7   2  2.34360  0.51520  4.025E-02       0             2.585
  64 143 Gd   0.61691   0.03193  -0.47100   0.06422  92   8   7   1  0.78790  0.00000  6.110E-02   F   0             0.000
  64 144 Gd   0.55784   0.02749   1.09808   0.06253  89  13   7   2  2.47160  0.74300  4.387E-02       0             2.990
  64 145 Gd   0.50670   0.02436   0.49196   0.04901 106   8   7   7  1.52500  1.49820  4.638E-02       0             0.000
  64 146 Gd   0.46334   0.02214   1.88872   0.06927 203  46   7  20  3.66005  3.31316  7.685E-02   F   0             3.346
  64 147 Gd   0.42715   0.02051   0.56706   0.05049 140  18   7   3  1.79720  1.15256  4.423E-02       0             3.281
  64 148 Gd   0.39741   0.01926   1.08838   0.03875 161   8   7   5  1.91297  1.81098  4.586E-03       0             0.000
  64 149 Gd   0.37342   0.01825   0.16226   0.03667 183   8   7   7  0.95581  0.87335  6.454E-02   F   0             0.000
  64 150 Gd   0.35463   0.01739   0.84132   0.03497 138   8   7   5  1.59243  1.28842  4.271E-02       0             0.000
  64 151 Gd   0.34062   0.01664  -0.15656   0.04398 108  25   7   6  0.93877  0.57562  1.044E-01   F   0             2.834
  64 152 Gd   0.33118   0.01597   0.61200   0.04820 233  43   7   9  2.01167  1.22737  3.720E-02 *     0             2.612
  64 153 Gd   0.32610   0.01536  -0.67293   0.05166 220  45  18   4  0.57913  0.09517  1.693E-02 *     0             2.942
  64 154 Gd   0.32473   0.01482   0.49741   0.04500 242  44   7  17  1.83661  1.39752  3.062E-02 *     0             3.208
  64 155 Gd   0.32656   0.01437  -0.60269   0.04569 248  40  14  29  0.61486  0.46388  1.587E-02 *     0             3.096
  64 156 Gd   0.33123   0.01403   0.44614   0.03411 266  17   7  25  1.36653  1.54019  1.766E-02 *     0             2.588
  64 157 Gd   0.33853   0.01388  -0.46033   0.04601 316  54  12   8  0.88793  0.27222  7.194E-03 *     0             3.360
  64 158 Gd   0.34826   0.01399   0.34899   0.03768 220  26   7  22  1.48142  1.40670  1.206E-02 *     0             3.354
  64 159 Gd   0.36027   0.01447  -0.47765   0.03942 348  36   7  23  0.88063  0.71038  4.646E-02 *     0             2.787
  64 160 Gd   0.37432   0.01542   0.22374   0.04946 130  55   7   5  1.72048  0.86860  4.999E-03 *     0             3.378
  64 161 Gd   0.39010   0.01687  -0.38943   0.03798  52  13   7  16  0.60400  0.75300  7.301E-02   F   0             2.879
  64 162 Gd   0.40711   0.01876   0.15245   0.03770  22   8   7   6  1.01500  0.86400  5.396E-02   F   0             0.000
