#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  15  26 P    1.86239   0.24402   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  15  27 P    1.80602   0.22575   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  15  28 P    1.75694   0.21125  -1.80406   0.61525  33  24  14   1  3.91100  0.00000  7.527E-03 *     0             1.943
  15  29 P    1.71363   0.20166   0.86040   0.48741  67  17   7   8  5.74000  4.34300  6.174E-03 *     0             2.156
  15  30 P    1.67470   0.19741  -0.54900   0.60524 156  31  14   5  5.23010  1.97327  4.818E-03 *     0             2.122
  15  31 P    1.63890   0.19795   0.67302   0.56899 506  35   7  13  6.50180  4.78340  5.467E-03 *     0             2.226
  15  32 P    1.60503   0.20168  -1.33331   0.62345 163  33  14   5  4.31250  1.32284  5.817E-03 *     0             2.054
  15  33 P    1.57199   0.20634   0.74002   0.58167  53  32   7   7  6.18060  3.62790  7.857E-03 *     0             2.183
  15  34 P    1.53873   0.20949  -0.40581   0.61496  35  25  14   6  4.74440  2.32060  1.487E-02 *     0             2.783
  15  35 P    1.50426   0.20889   1.34171   0.56505  27  16  14   3  5.56070  3.85990  2.916E-02       0             2.469
  15  36 P    1.46798   0.20309   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  15  37 P    1.43040   0.19268   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  15  38 P    1.39226   0.17902   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  15  39 P    1.35425   0.16369   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  15  40 P    1.31702   0.14827   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  41 P    1.28111   0.13430   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  15  42 P    1.24705   0.12304   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  43 P    1.21527   0.11529   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  15  44 P    1.18617   0.11117   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  45 P    1.16011   0.11005   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  46 P    1.13742   0.11080   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  47 P    1.11847   0.11214   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  26 S    1.86239   0.24402   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  27 S    1.80602   0.22575   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  28 S    1.75694   0.21125   0.00000   1.00000   2   1   1   2  0.00000  1.50700                  0             0.000
  16  29 S    1.71363   0.20166   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  16  30 S    1.67470   0.19741   1.56646   0.53497  31  27   7   3  7.35200  3.40260  8.084E-03 *     0             1.837
  16  31 S    1.63890   0.19795   0.37038   0.64456 118  59   7   4  7.05200  3.07726  3.853E-03 *     0             2.201
  16  32 S    1.60503   0.20168   2.20432   0.83949 457 171   7  12 10.45600  6.41100  3.042E-03 *     0             2.262
  16  33 S    1.57199   0.20634  -0.04958   0.60032 319  37   7   8  5.62107  3.22069  5.013E-03 *     0             2.281
  16  34 S    1.53873   0.20949   1.43696   0.60589 267  35   7  25  6.89000  6.42142  3.955E-03 *     0             2.179
  16  35 S    1.50426   0.20889  -0.07632   0.63413 141  33  12   7  5.55000  3.42110  1.066E-02 *     0             1.842
  16  36 S    1.46798   0.20309   1.90576   0.48700  26  16   7   9  5.83090  5.25120  4.972E-02       0             2.245
  16  37 S    1.43040   0.19268  -0.34449   0.49460  40  22   7   2  4.07200  0.64618  2.129E-02       0             1.762
  16  38 S    1.39226   0.17902   0.00000   1.00000  15   1   1   2  0.00000  1.29202                  0             0.000
  16  39 S    1.35425   0.16369   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  16  40 S    1.31702   0.14827   0.00000   1.00000  11   1   1   2  0.00000  0.90369                  0             0.000
  16  41 S    1.28111   0.13430   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  16  42 S    1.24705   0.12304   0.00000   1.00000   5   1   1   2  0.00000  0.90300                  0             0.000
  16  43 S    1.21527   0.11529   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  16  44 S    1.18617   0.11117   0.00000   1.00000   9   1   1   3  0.00000  1.36500                  0             0.000
  16  45 S    1.16011   0.11005   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  46 S    1.13742   0.11080   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  16  47 S    1.11847   0.11214   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  48 S    1.10360   0.11286   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  49 S    1.09302   0.11211   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  28 Cl   1.75694   0.21125   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  29 Cl   1.71363   0.20166   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  17  30 Cl   1.67470   0.19741   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  31 Cl   1.63890   0.19795   2.82789   0.54149  20  17  14   1  7.59400  0.00000  5.040E-02   F   0             2.040
  17  32 Cl   1.60503   0.20168  -0.82322   0.61845  66  32  14   1  5.16600  0.00000  1.670E-02 *     0             2.243
  17  33 Cl   1.57199   0.20634   0.05573   0.55106  91  26   7   4  5.11700  2.35200  1.168E-02 *     0             1.668
  17  34 Cl   1.53873   0.20949  -1.14597   0.75522 342  73  14   6  5.44400  1.88714  3.652E-03 *     0             2.309
  17  35 Cl   1.50426   0.20889   0.39042   0.61322 352  38   7  10  5.82300  3.96750  7.390E-03 *     0             2.111
  17  36 Cl   1.46798   0.20309  -0.95633   0.66998 422  42  16  11  4.55143  2.81057  3.476E-03 *     0             2.044
  17  37 Cl   1.43040   0.19268   0.38917   0.63458 333  60   7   4  6.19642  3.10352  8.855E-03 *     0             2.572
  17  38 Cl   1.39226   0.17902  -0.78391   0.55750  90  34  14   5  4.07350  1.61741  5.536E-03 *     0             2.245
  17  39 Cl   1.35425   0.16369  -0.71342   0.41213  32  21   7   2  3.53370  0.39642  1.203E-02 *     0             2.823
  17  40 Cl   1.31702   0.14827   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  17  41 Cl   1.28111   0.13430   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  17  42 Cl   1.24705   0.12304   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  17  43 Cl   1.21527   0.11529   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  17  44 Cl   1.18617   0.11117   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  17  45 Cl   1.16011   0.11005   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  17  46 Cl   1.13742   0.11080   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  17  47 Cl   1.11847   0.11214   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  48 Cl   1.10360   0.11286   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  49 Cl   1.09302   0.11211   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  50 Cl   1.08604   0.10970   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  51 Cl   1.08184   0.10583   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  52 Cl   1.07959   0.10088   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  29 Ar   1.71363   0.20166   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  30 Ar   1.67470   0.19741   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  18  31 Ar   1.63890   0.19795   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  32 Ar   1.60503   0.20168   0.00000   1.00000   4   1   1   2  0.00000  1.86700                  0             0.000
  18  33 Ar   1.57199   0.20634   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  18  34 Ar   1.53873   0.20949   1.48372   0.46587  22  12   7   4  5.30700  3.87300  1.553E-02       0             1.882
  18  35 Ar   1.50426   0.20889   0.71472   0.56745  45  28   7   2  6.15300  1.18403  1.419E-02 *     0             2.288
  18  36 Ar   1.46798   0.20309   2.15037   0.53561 267  24   7   3  6.86690  4.17832  1.018E-02 *     0             2.338
  18  37 Ar   1.43040   0.19268  -0.03884   0.63843 110  41  17  13  5.26700  3.70619  2.140E-03 *     0             2.386
  18  38 Ar   1.39226   0.17902   1.66836   0.62468 677  77   7  10  7.70200  4.87700  2.036E-03 *     0             2.558
  18  39 Ar   1.35425   0.16369  -0.80057   0.53435 116  35  19   4  4.12000  2.09275  4.546E-03 *     0             2.408
  18  40 Ar   1.31702   0.14827   0.34803   0.51183 179  74   7  11  6.01300  3.91885  7.686E-03 *     0             2.578
  18  41 Ar   1.28111   0.13430  -0.70921   0.37081 128  32   7   5  3.90000  1.35371  1.436E-02 *     0             1.848
  18  42 Ar   1.24705   0.12304   0.82902   0.30605  66  19   7   2  4.63390  1.20822  9.173E-03 *     0             2.300
  18  43 Ar   1.21527   0.11529  -0.76310   0.24514  22  10   7   1  1.94496  0.00000  6.746E-02   F   0             0.000
  18  44 Ar   1.18617   0.11117   0.00000   1.00000  12   1   1   3  0.00000  1.15797                  0             0.000
  18  45 Ar   1.16011   0.11005  -0.55204   0.22791  20   9   7   1  1.91100  0.00000  4.867E-02       0             0.000
  18  46 Ar   1.13742   0.11080   0.00000   1.00000   2   1   1   2  0.00000  1.57700                  0             0.000
  18  47 Ar   1.11847   0.11214   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  18  48 Ar   1.10360   0.11286   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  18  49 Ar   1.09302   0.11211   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  50 Ar   1.08604   0.10970   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  18  51 Ar   1.08184   0.10583   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  52 Ar   1.07959   0.10088   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  18  53 Ar   1.07842   0.09543   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  54 Ar   1.07745   0.09024   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  31 K    1.63890   0.19795   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  32 K    1.60503   0.20168   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  33 K    1.57199   0.20634   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  34 K    1.53873   0.20949   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  35 K    1.50426   0.20889   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  19  36 K    1.46798   0.20309  -0.77633   0.45055  22  12   7   1  2.86940  0.00000  3.270E-02       0             0.000
  19  37 K    1.43040   0.19268  -0.05616   0.57974 103  33  11   4  4.84260  2.17018  5.888E-03 *     0             1.855
  19  38 K    1.39226   0.17902  -0.51365   0.61705 104  46  20   6  4.80600  2.61301  3.620E-03 *     0             2.250
  19  39 K    1.35425   0.16369   0.92752   0.56640 234  64  11  11  6.55100  4.12650  2.354E-03 *     0             2.503
  19  40 K    1.31702   0.14827  -1.44082   0.53122 197  60  19  12  3.92407  2.29055  3.694E-03 *     0             2.407
  19  41 K    1.28111   0.13430  -1.16075   0.48424 204  60  20  11  4.07500  2.31662  4.271E-03 *     0             2.398
  19  42 K    1.24705   0.12304  -2.30644   0.41911 283  57  14   4  2.71810  0.63873  9.594E-03 *     0             2.525
  19  43 K    1.21527   0.11529  -1.16336   0.36503  72  40  13   5  3.45560  1.10993  9.744E-03 *     0             2.615
  19  44 K    1.18617   0.11117   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  19  45 K    1.16011   0.11005   0.24339   0.29776  27  16  14   2  3.44000  0.47445  8.144E-03       0             1.874
  19  46 K    1.13742   0.11080   0.00000   1.00000  16   1   1   2  0.00000  0.58740                  0             0.000
  19  47 K    1.11847   0.11214   1.82904   0.29973  30  15  14   2  4.90000  0.36000  2.385E-02       0             2.164
  19  48 K    1.10360   0.11286   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  19  49 K    1.09302   0.11211   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  19  50 K    1.08604   0.10970   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  19  51 K    1.08184   0.10583   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  52 K    1.07959   0.10088   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  53 K    1.07842   0.09543   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  54 K    1.07745   0.09024   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  55 K    1.07570   0.08616   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  56 K    1.07215   0.08391   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  57 K    1.06577   0.08372   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  58 K    1.05553   0.08508   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  59 K    1.04051   0.08688   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  20  33 Ca   1.57199   0.20634   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  20  34 Ca   1.53873   0.20949   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
